trans_date_trans_time,merchant,category,amt,gender,city,state,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud,merch_zipcode,Customer_ID,Age,Age_Group,Customer_Segment,Credit_Limit,Account_Balance,Avg_Transaction_Amount,Last_Transaction_Amount,Transactions_Last_24H,Transactions_Last_1H,Time_Since_Last_Transaction_Min,Merchant_Risk_Score,Customer_Risk_Score,Device_Type,Transaction_Channel,Authentication_Method,OTP_Verified,Card_Present,New_Device_Flag,New_Merchant_Flag,Transaction_Hour,Day_of_Week,Weekend_Flag,Fraud_Probability,Predicted_Fraud,Risk_Category
2019-01-12 07:35:18,McDermott-Weimann,grocery_pos,303.58,M,Oak Hill,NY,42.4069,-74.1528,277,Glass blower/designer,1971-12-12,43.245743,-73.835641,1,12822,CUST008081,54,41-60,Standard,5570.0,2243.68,247.13,286.86,3,3,1210,15,53,ATM,POS,OTP,Yes,Yes,No,No,7,Saturday,True,0.32,1,Medium Risk
2019-01-04 12:34:03,Upton PLC,entertainment,36.95,F,East Andover,ME,44.6084,-70.6993,190,Animal nutritionist,1970-04-17,43.808253,-70.728106,0,4091,CUST010954,55,41-60,Standard,4667.0,3620.3,23.61,41.65,7,0,304,92,67,POS,POS,PIN,No,Yes,No,No,12,Friday,False,0.0,0,Low Risk
2019-01-15 00:44:27,Mraz-Herzog,gas_transport,64.92,M,Fairview,NJ,40.817,-74.0,13835,"Programmer, multimedia",1967-05-28,41.5293,-74.125858,0,12586,CUST006761,58,41-60,Standard,7043.0,4401.66,57.89,76.74,7,4,1025,82,21,WEB,ATM,OTP,Yes,Yes,Yes,No,0,Tuesday,False,0.01,0,Low Risk
2019-01-10 05:52:04,"Tillman, Dickinson and Labadie",gas_transport,84.03,M,Port Costa,CA,38.046,-122.1866,198,Armed forces training and education officer,1959-03-31,37.898488,-122.404917,0,94920,CUST005762,66,60+,Gold,14148.0,6101.61,56.67,59.34,4,4,993,71,87,POS,Online,Biometric,Yes,Yes,Yes,No,5,Thursday,False,0.0,0,Low Risk
2019-01-15 03:01:38,Volkman Ltd,misc_net,7.34,F,Montrose,NY,41.2496,-73.9446,3487,Race relations officer,1960-01-13,40.66943,-74.529175,0,7939,CUST006661,65,60+,Standard,6945.0,5736.85,6.97,5.81,11,4,863,15,76,MOBILE,ATM,OTP,Yes,Yes,Yes,No,3,Tuesday,False,0.0,0,Low Risk
2019-01-08 09:48:23,Gutmann Ltd,grocery_net,70.94,F,Knoxville,TN,35.9335,-84.1481,391389,"Designer, industrial/product",1994-04-22,36.609554,-83.397003,0,24248,CUST007162,31,26-40,Standard,6867.0,5379.35,66.67,54.88,5,4,390,24,89,WEB,Online,PIN,Yes,Yes,No,No,9,Tuesday,False,0.0,0,Low Risk
2019-01-07 18:36:09,Lynch-Wisozk,home,42.34,M,Cass,WV,38.388,-79.9906,365,Special effects artist,1970-03-14,38.240675,-80.971068,0,26678,CUST001356,55,41-60,Standard,6975.0,1578.67,30.24,42.45,11,4,592,95,29,MOBILE,POS,Biometric,Yes,Yes,No,No,18,Monday,False,0.0,0,Low Risk
2019-01-06 09:01:00,Kilback LLC,grocery_pos,88.85,F,Gadsden,AL,34.048,-85.9246,67082,Physiological scientist,1963-02-09,34.254297,-86.065491,0,35962,CUST008591,62,60+,Standard,5833.0,5077.27,81.39,51.42,9,0,887,27,58,POS,ATM,OTP,Yes,Yes,No,No,9,Sunday,True,0.0,0,Low Risk
2019-01-14 11:16:22,Bashirian Group,shopping_net,6.13,F,Stirling,NJ,40.6774,-74.4968,2307,Science writer,1969-09-11,40.889853,-75.324543,0,18353,CUST003246,56,41-60,Standard,6034.0,4678.47,4.93,5.32,11,2,279,67,11,POS,POS,PIN,Yes,No,No,Yes,11,Monday,False,0.02,0,Low Risk
2019-01-07 13:14:29,Reilly LLC,home,16.67,F,Wilton,ND,47.1709,-100.7944,1190,"Designer, ceramics/pottery",1948-06-30,47.08449,-101.086378,0,45777,CUST004250,77,60+,Standard,5587.0,1635.31,11.69,37.755,11,3,4,93,9,ATM,POS,PIN,Yes,Yes,No,No,13,Monday,False,0.0,0,Low Risk
2019-01-05 03:52:20,"Lind, Huel and McClure",gas_transport,67.15,F,Camden,NY,43.3392,-75.7543,6460,Building control surveyor,1959-09-27,43.996768,-76.572681,0,45777,CUST006139,66,60+,Platinum,51378.0,24585.54,62.88,64.44,11,0,121,95,16,POS,Online,Biometric,Yes,Yes,No,No,3,Saturday,True,0.01,0,Low Risk
2019-01-01 15:12:45,Beier-Hyatt,shopping_pos,7.11,M,Clarinda,IA,40.7491,-95.038,7297,IT trainer,1990-07-13,40.800574,-96.012164,0,68413,CUST003695,35,26-40,Standard,5249.0,2033.61,5.21,7.56,8,1,368,12,21,MOBILE,ATM,OTP,Yes,No,No,No,15,Tuesday,False,0.0,0,Low Risk
2019-01-07 18:51:24,"Ruecker, Beer and Collier",shopping_net,9.95,F,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30,34.705056,-112.789487,0,86305,CUST006736,26,26-40,Platinum,49855.0,18983.53,7.75,10.73,3,4,750,16,73,MOBILE,Mobile,PIN,Yes,Yes,No,No,18,Monday,False,0.01,0,Low Risk
2019-01-13 11:42:59,Brekke and Sons,gas_transport,81.99,M,New Holstein,WI,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,43.081166,-88.426305,0,53058,CUST005226,47,41-60,Platinum,51548.0,13841.66,65.34,74.94,5,4,944,88,88,WEB,POS,Biometric,Yes,No,No,No,11,Sunday,True,0.0,0,Low Risk
2019-01-02 16:06:47,"Hagenes, Hermann and Stroman",travel,35.62,M,Chester Heights,PA,39.8839,-75.4669,348,Management consultant,1945-05-05,39.021893,-75.949803,0,21657,CUST000097,80,60+,Platinum,52516.0,21027.97,25.78,35.63,6,3,1135,17,43,MOBILE,Online,OTP,Yes,Yes,No,No,16,Wednesday,False,0.0,0,Low Risk
2019-01-13 03:08:54,"Casper, Hand and Zulauf",grocery_pos,152.69,F,Garrattsville,NY,42.6315,-75.1866,165,Naval architect,1945-09-20,42.182744,-76.154285,0,13811,CUST006488,80,60+,Standard,4827.0,3487.29,124.69,37.755,10,2,1169,76,33,POS,Online,Biometric,Yes,Yes,No,No,3,Sunday,True,0.0,0,Low Risk
2019-01-15 01:11:08,Thiel PLC,misc_pos,27.76,M,Christine,ND,46.5522,-96.7909,291,Television floor manager,1991-05-01,46.847966,-96.628876,0,56547,CUST010805,34,26-40,Gold,16082.0,4482.125,21.01,24.87,5,1,92,70,45,POS,Mobile,OTP,Yes,No,No,No,1,Tuesday,False,0.0,0,Low Risk
2019-01-10 00:45:04,"Zieme, Bode and Dooley",gas_transport,67.32,F,Wheaton,MO,36.7651,-94.0492,760,Production manager,1985-08-31,37.165522,-93.688175,0,65712,CUST002241,40,26-40,Standard,4575.0,3628.36,62.21,52.59,9,2,1333,14,86,ATM,Online,PIN,Yes,Yes,No,No,0,Thursday,False,0.01,0,Low Risk
2019-01-04 16:30:12,Jaskolski-Vandervort,misc_net,3.41,F,Alpharetta,GA,34.077,-84.3033,165556,Prison officer,1997-12-27,33.875689,-85.019905,0,30157,CUST008964,28,26-40,Standard,6977.0,4449.65,2.16,1.75,9,4,92,10,68,ATM,Online,PIN,Yes,Yes,No,No,16,Friday,False,0.0,0,Low Risk
2019-01-16 04:03:53,Strosin-Cruickshank,grocery_pos,42.66,M,Woodville,AL,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,34.8544,-85.521442,0,30752,CUST003089,46,41-60,Standard,6183.0,2151.27,28.71,34.05,8,0,236,79,87,ATM,POS,Biometric,Yes,Yes,No,No,4,Wednesday,False,0.0,0,Low Risk
2019-01-06 17:29:34,"Schoen, Nienow and Bauch",personal_care,72.46,M,Collegeville,MN,45.5783,-94.4199,1536,Farm manager,1981-02-18,46.216677,-94.804026,0,56440,CUST004825,44,41-60,Standard,6592.0,4096.04,63.67,54.67,2,4,1317,7,90,WEB,POS,Biometric,Yes,No,No,No,17,Sunday,True,0.0,0,Low Risk
2019-01-11 12:27:14,"Hyatt, Russel and Gleichner",health_fitness,68.13,F,Des Moines,IA,41.5855,-93.6719,222785,Wellsite geologist,1956-01-24,41.941714,-94.633287,0,50058,CUST001391,69,60+,Gold,15072.0,7441.13,55.05,54.6,8,2,1095,70,72,WEB,POS,OTP,Yes,No,No,No,12,Friday,False,0.0,0,Low Risk
2019-01-03 17:20:43,McKenzie-Huels,food_dining,86.47,F,Cromona,KY,37.1788,-82.695,502,Chief Financial Officer,1960-02-01,37.054831,-83.483552,0,40827,CUST002175,65,60+,Standard,7323.0,2568.32,76.14,61.23,10,4,1346,2,4,MOBILE,ATM,OTP,Yes,Yes,No,No,17,Thursday,False,0.0,0,Low Risk
2019-01-07 18:16:20,Harris Group,food_dining,5.58,M,Southfield,MI,42.4969,-83.2911,75830,"Engineer, automotive",1974-12-28,43.363157,-83.421244,0,48744,CUST005175,51,41-60,Platinum,50927.0,10947.63,4.66,5.26,10,1,1009,23,57,MOBILE,POS,Biometric,Yes,No,No,No,18,Monday,False,0.0,0,Low Risk
2019-01-01 21:34:41,Erdman-Durgan,health_fitness,113.84,M,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,46.261711,-117.08525,0,99402,CUST008311,26,26-40,Standard,4581.0,1904.19,89.09,58.12,2,2,312,87,18,POS,Online,Biometric,Yes,Yes,No,No,21,Tuesday,False,0.0,0,Low Risk
2019-01-12 07:30:47,Cummerata-Jones,gas_transport,29.32,F,North Prairie,WI,42.9385,-88.395,2328,Applications developer,1942-01-06,42.471211,-88.879772,0,61011,CUST010753,83,60+,Standard,7367.5,3581.57,24.0,29.67,5,1,781,70,64,POS,ATM,PIN,Yes,Yes,No,No,7,Saturday,True,0.0,0,Low Risk
2019-01-11 18:01:16,"Schneider, Hayes and Nikolaus",food_dining,73.74,F,Clarksville,TN,36.522,-87.3489999999999,151785,Pathologist,1974-03-28,36.309452,-88.003265,0,37175,CUST000825,51,41-60,Standard,5892.0,2630.77,59.05,61.8,8,0,517,42,95,WEB,Online,Biometric,Yes,Yes,No,No,18,Friday,False,0.0,0,Low Risk
2019-01-17 00:22:17,Rempel Inc,shopping_net,199.13,M,Corriganville,MD,39.6967,-78.8031,626,Energy engineer,1960-12-13,40.362519,-78.1970939999999,0,16638,CUST001725,65,60+,Gold,15613.0,13594.04,178.55,37.755,3,0,895,58,25,POS,ATM,OTP,No,No,No,No,0,Thursday,False,0.01,0,Low Risk
2019-01-01 02:59:07,"Reichert, Shanahan and Hayes",shopping_net,2.74,M,Afton,MI,45.3637,-84.4695,937,Technical brewer,1958-04-06,44.750465,-84.026088,0,48621,CUST008120,67,60+,Gold,15321.0,13232.81,2.22,1.42,5,1,1257,22,46,WEB,POS,OTP,Yes,Yes,No,No,2,Tuesday,False,0.0,0,Low Risk
2019-01-13 20:52:50,Jakubowski Inc,home,13.24,F,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,39.111093,-94.191476,0,64016,CUST009247,53,41-60,Standard,7367.5,3381.14,8.83,13.9,5,3,970,11,94,WEB,Mobile,Biometric,No,Yes,No,Yes,20,Sunday,True,0.0,0,Low Risk
2019-01-05 16:28:32,Fritsch LLC,travel,3.35,F,Stayton,OR,44.8021,-122.7624,9587,"Engineer, biomedical",1968-03-24,45.020872,-123.32175,0,97371,CUST009649,57,41-60,Standard,4242.0,2897.5,36.06,1.79,7,4,95,41,97,POS,POS,PIN,Yes,Yes,No,Yes,16,Saturday,True,0.0,0,Low Risk
2019-01-10 00:25:38,Cole PLC,grocery_pos,147.7,F,Esbon,KS,39.7562,-98.4462,242,Tourism officer,1987-07-18,39.167757,-98.4141,0,67452,CUST003807,38,26-40,Gold,17817.0,14132.66,115.9,37.755,5,4,1275,94,88,ATM,Online,Biometric,Yes,Yes,No,No,0,Thursday,False,0.0,0,Low Risk
2019-01-18 18:28:44,Botsford and Sons,home,10.89,F,Tomahawk,WI,45.4963,-89.7273,9594,Seismic interpreter,1997-11-23,46.086364,-90.216532,0,54547,CUST001592,28,26-40,Standard,7777.0,4482.125,36.06,8.03,8,3,1242,24,72,MOBILE,POS,OTP,No,Yes,No,No,18,Friday,False,0.0,0,Low Risk
2019-01-13 13:20:11,Veum-Koelpin,travel,1.64,F,Umatilla,FL,28.9254,-81.6801,11432,Private music teacher,1986-03-31,29.924768,-82.395124,0,32622,CUST009306,39,26-40,Gold,17433.0,11352.94,1.26,1.37,2,3,290,8,63,ATM,Mobile,Biometric,Yes,Yes,No,No,13,Sunday,True,0.0,0,Low Risk
2019-01-11 16:01:17,Gerhold LLC,home,11.83,F,Washington Court House,OH,39.537,-83.455,22305,Television floor manager,1939-03-09,38.722475,-83.124444,0,45663,CUST007996,86,60+,Standard,6943.0,4966.49,10.65,12.51,3,3,677,7,24,ATM,POS,PIN,Yes,Yes,No,No,16,Friday,False,0.0,0,Low Risk
2019-01-11 16:08:00,Morissette PLC,shopping_pos,5.7,F,Bradley,SC,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,34.020669,-81.404692,0,29054,CUST002006,41,41-60,Gold,14438.0,5950.03,5.13,3.25,6,2,538,49,2,ATM,Mobile,PIN,Yes,No,No,No,16,Friday,False,0.0,0,Low Risk
2019-01-05 16:25:11,Heller PLC,health_fitness,62.41,F,Dell City,TX,31.924,-105.2099,579,Hydrogeologist,1945-11-26,32.256079,-105.798976,0,45777,CUST009001,80,60+,Standard,5487.0,4374.33,40.82,36.79,5,1,144,27,25,POS,ATM,OTP,Yes,Yes,No,No,16,Saturday,True,0.0,0,Low Risk
2019-01-02 10:07:48,"Towne, Walker and Borer",grocery_net,32.35,M,Huntsville,AL,34.7789,-86.5438,190178,Television production assistant,1973-04-01,33.943634,-86.560731,0,35049,CUST008388,52,41-60,Gold,17449.0,9757.31,20.77,33.69,11,4,569,68,57,POS,Online,Biometric,Yes,Yes,No,No,10,Wednesday,False,0.0,0,Low Risk
2019-01-06 05:23:48,Barton Inc,grocery_pos,209.38,F,Munith,MI,42.3703,-84.2485,2523,Geophysicist/field seismologist,1988-03-21,42.319722,-83.698727,0,48105,CUST008535,37,26-40,Standard,4057.0,3174.01,184.23,165.85,7,1,1187,99,39,ATM,Mobile,OTP,Yes,No,No,No,5,Sunday,True,0.02,0,Low Risk
2019-01-17 02:40:15,Harber Inc,gas_transport,68.12,M,Elizabeth,NJ,40.6747,-74.2239,124967,Operational researcher,1980-12-21,40.824951,-73.461177,0,11797,CUST005903,45,41-60,Standard,5658.0,3434.53,49.21,47.91,6,3,1433,69,85,POS,Mobile,Biometric,Yes,Yes,No,Yes,2,Thursday,False,0.0,0,Low Risk
2019-01-04 17:20:00,"Swaniawski, Nitzsche and Welch",health_fitness,58.41,F,Redford,MO,37.3272,-91.0243,241,Investment analyst,1974-10-27,37.201183,-91.379688,0,65466,CUST003530,51,41-60,Standard,5795.0,2000.57,35.98,58.13,2,3,192,90,49,ATM,ATM,Biometric,Yes,No,No,No,17,Friday,False,0.0,0,Low Risk
2019-01-17 09:58:51,"Armstrong, Walter and Gottlieb",food_dining,88.86,M,Edinburg,VA,38.8432,-78.6003,6018,"Designer, multimedia",1947-08-21,39.560073,-78.60723,0,21555,CUST001603,78,60+,Standard,7305.0,4331.63,58.25,54.61,3,2,1037,73,51,MOBILE,POS,Biometric,Yes,Yes,No,No,9,Thursday,False,0.0,0,Low Risk
2019-01-05 01:12:12,Ortiz Group,grocery_net,76.15,F,Queenstown,MD,39.0026,-76.1424,3862,Maintenance engineer,1962-12-06,39.728728,-76.6381069999999,0,17349,CUST008594,63,60+,Gold,16847.0,4451.54,50.78,40.41,1,0,230,94,92,WEB,ATM,Biometric,Yes,Yes,No,No,1,Saturday,True,0.0,0,Low Risk
2019-01-08 23:29:56,Powlowski-Weimann,food_dining,35.17,M,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,36.514032,-105.581212,0,87529,CUST009033,53,41-60,Standard,4280.0,3545.08,30.07,24.56,3,1,796,1,97,MOBILE,Mobile,Biometric,Yes,No,No,Yes,23,Tuesday,False,0.0,0,Low Risk
2019-01-11 10:07:56,Kuvalis Ltd,gas_transport,86.86,M,Brinson,GA,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",1935-09-08,30.063741,-85.348652,0,45777,CUST000148,90,60+,Standard,4600.0,969.11,59.65,45.83,11,2,986,12,82,WEB,Online,Biometric,No,Yes,No,No,10,Friday,False,0.0,0,Low Risk
2019-01-08 12:37:07,"Terry, Johns and Bins",misc_pos,55.56,F,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,39.166664,-93.864909,0,64067,CUST004507,36,26-40,Standard,4436.0,3039.57,39.38,45.43,3,4,81,8,84,ATM,Mobile,PIN,Yes,Yes,No,No,12,Tuesday,False,0.0,0,Low Risk
2019-01-09 23:03:34,"Reinger, Weissnat and Strosin",food_dining,110.19,F,De Soto,KS,38.9462,-94.9714,5760,Chief Executive Officer,1978-10-01,38.923295,-94.827429,0,66220,CUST010640,47,41-60,Platinum,52961.0,43667.75,89.44,105.08,3,1,1388,62,96,ATM,Mobile,PIN,Yes,Yes,No,No,23,Wednesday,False,0.01,0,Low Risk
2019-01-01 20:13:51,Veum-Koelpin,travel,9.04,M,Fayetteville,NC,35.0583,-79.008,238602,"Scientist, research (maths)",1993-05-14,34.831658,-79.462439,0,28351,CUST002517,32,26-40,Gold,17935.0,15804.26,6.06,4.99,3,3,282,62,25,POS,Mobile,Biometric,Yes,Yes,No,No,20,Tuesday,False,0.0,0,Low Risk
2019-01-01 15:25:28,Kilback LLC,food_dining,22.83,F,North Prairie,WI,42.9385,-88.395,2328,Applications developer,1942-01-06,42.313973,-88.883879,0,61065,CUST007120,83,60+,Platinum,52937.0,43932.67,17.1,17.58,10,3,1067,28,92,ATM,Mobile,PIN,Yes,No,No,No,15,Tuesday,False,0.0,0,Low Risk
2019-01-03 06:20:38,Roob LLC,grocery_net,23.22,M,Key West,FL,24.6557,-81.3824,32891,Town planner,1987-02-13,24.748789,-80.857665,0,45777,CUST000006,38,26-40,Standard,4523.0,2858.94,14.2,23.19,7,1,844,42,28,MOBILE,ATM,OTP,No,Yes,Yes,Yes,6,Thursday,False,0.0,0,Low Risk
2019-01-01 13:38:14,"Hettinger, McCullough and Fay",home,20.86,M,Huntsville,AL,34.7789,-86.5438,190178,Television production assistant,1973-04-01,35.446121,-86.300781,0,37360,CUST004318,52,41-60,Standard,5427.0,1967.11,16.2,20.73,3,4,911,17,89,MOBILE,Mobile,Biometric,Yes,Yes,No,No,13,Tuesday,False,0.0,0,Low Risk
2019-01-02 18:48:56,Ankunding-Carroll,travel,7.19,F,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,1972-10-18,39.763166,-121.942221,0,95926,CUST008160,53,41-60,Standard,5503.0,4463.85,4.32,5.94,4,1,463,94,45,ATM,Mobile,PIN,Yes,Yes,No,Yes,18,Wednesday,False,0.01,0,Low Risk
2019-01-15 23:19:19,"Wintheiser, Dietrich and Schimmel",misc_pos,1.59,F,Jordanville,NY,42.8948,-74.8209,824,Travel agency manager,1985-09-01,43.499711,-74.5232209999999,0,12139,CUST001416,40,26-40,Gold,14330.0,4573.11,1.38,1.48,5,0,629,81,79,ATM,ATM,OTP,Yes,No,No,No,23,Tuesday,False,0.0,0,Low Risk
2019-01-06 05:56:03,Kilback and Sons,entertainment,8.37,M,Fairview,NJ,40.817,-74.0,13835,"Programmer, multimedia",1967-05-28,41.203145,-74.616979,0,7461,CUST010412,58,41-60,Gold,14964.0,3715.13,6.64,4.91,4,4,485,46,97,ATM,Mobile,Biometric,Yes,Yes,No,No,5,Sunday,True,0.0,0,Low Risk
2019-01-08 20:33:51,Reichert-Weissnat,travel,7.99,F,Humboldt,AZ,34.5189,-112.2523,1179,"Civil engineer, contracting",1955-01-20,33.52806,-111.732944,0,85256,CUST003565,70,60+,Standard,5453.0,2606.67,4.81,8.17,4,3,888,97,4,MOBILE,Online,PIN,Yes,Yes,No,No,20,Tuesday,False,0.0,0,Low Risk
2019-01-14 18:40:04,Botsford PLC,home,83.82,M,Watertown,MN,44.9595,-93.8482,5619,Licensed conveyancer,1959-01-15,45.426789,-93.121404,0,55005,CUST004837,66,60+,Gold,16914.0,7717.09,56.87,50.53,8,4,1411,71,51,ATM,Mobile,OTP,Yes,Yes,No,No,18,Monday,False,0.0,0,Low Risk
2019-01-15 02:36:41,Schumm PLC,shopping_net,8.53,M,Tallmansville,WV,38.8564,-80.158,571,Accounting technician,1967-09-16,39.810487,-80.738591,0,26039,CUST008261,58,41-60,Standard,6113.0,3210.58,36.06,4.37,2,2,270,12,70,MOBILE,ATM,PIN,Yes,Yes,No,Yes,2,Tuesday,False,0.0,0,Low Risk
2019-01-02 03:38:03,Erdman-Kertzmann,gas_transport,7.03,M,Collettsville,NC,35.9946,-81.7266,885,Soil scientist,1988-09-15,35.909292,-82.09101,1,28777,CUST005327,37,26-40,Gold,17089.0,5291.25,5.65,3.54,4,0,1323,93,43,POS,Mobile,OTP,Yes,Yes,No,No,3,Wednesday,False,0.13,0,Low Risk
2019-01-14 20:17:00,Streich Ltd,home,41.96,M,Glade Spring,VA,36.7779,-81.7676,5657,Clinical psychologist,1987-04-29,35.965817,-81.8777959999999,0,28657,CUST005328,38,26-40,Standard,4425.0,2804.08,26.09,37.61,8,2,1067,24,55,ATM,Mobile,OTP,Yes,Yes,No,No,20,Monday,False,0.0,0,Low Risk
2019-01-17 13:39:43,Gleason and Sons,kids_pets,87.61,F,Moundsville,WV,39.9148,-80.731,16183,Physiotherapist,1977-08-12,38.998012,-80.79292,0,26342,CUST010633,48,41-60,Standard,4347.0,1681.84,77.46,69.76,3,3,350,68,85,ATM,POS,Biometric,No,Yes,No,No,13,Thursday,False,0.0,0,Low Risk
2019-01-17 15:23:33,Fritsch and Sons,health_fitness,4.82,F,Dunlevy,PA,40.1151,-79.8627,427,Mining engineer,1951-02-05,40.944713,-78.925471,0,15767,CUST005430,74,60+,Standard,6091.0,4233.06,3.49,3.5,2,0,608,25,10,POS,ATM,Biometric,Yes,Yes,No,No,15,Thursday,False,0.0,0,Low Risk
2019-01-17 02:55:39,Kiehn-Emmerich,grocery_pos,324.1,M,Mc Veytown,PA,40.5046,-77.7186,4653,Nutritional therapist,1997-07-01,41.324103,-78.178886,1,15832,CUST001483,28,26-40,Standard,4847.0,4267.06,260.38,235.79,5,0,148,47,66,POS,Mobile,OTP,Yes,Yes,No,No,2,Thursday,False,0.48,1,Medium Risk
2019-01-10 17:05:16,Harris Group,food_dining,63.69,M,Bronx,NY,40.8798,-73.9067,1382480,"Therapist, drama",1990-11-09,41.156074,-73.123136,0,6615,CUST009002,35,26-40,Platinum,50446.0,33683.52,48.75,49.83,11,1,576,11,15,ATM,POS,Biometric,Yes,Yes,No,No,17,Thursday,False,0.0,0,Low Risk
2019-01-14 19:47:57,Waelchi-Wolf,kids_pets,1.07,M,Arlington,VA,38.8954,-77.1633,207410,Mudlogger,1984-07-03,38.372719,-76.229366,0,21634,CUST005681,41,41-60,Standard,5543.0,1199.48,0.78,0.96,9,0,1062,5,21,WEB,ATM,OTP,Yes,Yes,No,No,19,Monday,False,0.01,0,Low Risk
2019-01-13 14:46:53,"Baumbach, Strosin and Nicolas",shopping_pos,5.81,F,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,1972-10-18,39.123325,-122.018219,0,95912,CUST000795,53,41-60,Standard,6950.0,2553.06,4.03,4.01,1,2,746,91,51,MOBILE,Mobile,Biometric,Yes,Yes,No,No,14,Sunday,True,0.0,0,Low Risk
2019-01-06 21:28:15,Cartwright PLC,kids_pets,47.08,F,Adams,WI,43.8967,-89.8219,3508,Sport and exercise psychologist,1946-08-11,43.772557,-89.3919459999999,0,53949,CUST006444,79,60+,Standard,7210.0,6027.29,38.5,35.13,8,3,899,21,61,POS,Online,Biometric,Yes,No,No,No,21,Sunday,True,0.0,0,Low Risk
2019-01-07 19:27:30,Hamill-D'Amore,health_fitness,12.28,F,De Soto,KS,38.9462,-94.9714,5760,Chief Executive Officer,1978-10-01,39.284716,-95.889307,0,66418,CUST005513,47,41-60,Gold,16017.0,13400.34,9.03,10.4,2,0,570,73,48,POS,Online,Biometric,Yes,Yes,No,No,19,Monday,False,0.0,0,Low Risk
2019-01-12 14:39:12,Brown Inc,kids_pets,56.71,M,Valentine,NE,42.8062,-100.6215,4005,Network engineer,1945-03-15,43.291233,-100.111819,0,57584,CUST006559,80,60+,Standard,7735.0,6384.72,36.06,43.37,4,3,615,71,25,ATM,ATM,Biometric,Yes,No,No,No,14,Saturday,True,0.0,0,Low Risk
2019-01-18 05:03:41,Rodriguez Group,gas_transport,56.11,M,Humble,TX,30.0041,-95.2825,194500,Tax adviser,1990-12-18,29.071818,-94.417766,0,45777,CUST005804,35,26-40,Gold,17719.0,9523.17,50.33,28.9,11,4,223,53,53,WEB,POS,Biometric,Yes,No,No,No,5,Friday,False,0.0,0,Low Risk
2019-01-02 20:30:57,Fritsch and Sons,health_fitness,35.48,F,Hedrick,IA,41.1826,-92.3097,1583,Geochemist,1999-06-28,40.441132,-92.166185,0,63555,CUST004365,26,26-40,Standard,7941.0,4816.4,31.03,37.69,3,3,204,2,69,POS,Online,Biometric,Yes,Yes,No,No,20,Wednesday,False,0.0,0,Low Risk
2019-01-07 23:49:59,"Kihn, Brakus and Goyette",personal_care,124.72,F,Arcadia,SC,34.9572,-81.9916,530,Animal technologist,1989-05-14,34.963294,-81.846538,0,29307,CUST008688,36,26-40,Standard,6630.0,4814.2,85.16,65.96,4,4,809,34,95,WEB,Mobile,OTP,Yes,No,No,No,23,Monday,False,0.0,0,Low Risk
2019-01-01 22:50:01,Dooley Inc,shopping_pos,2.26,F,Lawn,PA,40.2236,-76.538,213,Special educational needs teacher,1972-02-15,40.544168,-76.894428,0,17061,CUST004338,53,41-60,Standard,6396.0,3544.0,1.42,1.35,1,3,1317,45,27,WEB,Mobile,OTP,Yes,Yes,No,Yes,22,Tuesday,False,0.0,0,Low Risk
2019-01-11 23:18:56,Kihn-Fritsch,food_dining,52.7,M,Clune,PA,40.5503,-79.3237,168,Race relations officer,1978-10-04,40.135154,-79.735265,0,15479,CUST002834,47,41-60,Standard,6007.0,2098.13,47.03,60.6,5,4,1375,40,2,MOBILE,POS,PIN,Yes,Yes,No,No,23,Friday,False,0.0,0,Low Risk
2019-01-04 22:35:04,Kuphal-Toy,food_dining,8.83,M,Boonton,NJ,40.9115,-74.414,15269,"Psychologist, sport and exercise",1993-07-05,41.794112,-75.137445,0,18415,CUST006909,32,26-40,Gold,15804.0,5858.52,6.93,8.11,11,0,275,99,48,POS,ATM,PIN,Yes,No,No,No,22,Friday,False,0.02,0,Low Risk
2019-01-13 13:37:17,"Runolfsdottir, Mueller and Hand",entertainment,143.63,M,Utica,KS,38.6411,-100.138,269,Product/process development scientist,1962-11-11,38.055093,-101.049079,0,67851,CUST004594,63,60+,Gold,14720.0,10370.37,131.31,136.98,8,0,466,80,62,ATM,POS,Biometric,Yes,Yes,No,No,13,Sunday,True,0.0,0,Low Risk
2019-01-18 19:12:37,Volkman-Predovic,shopping_net,9.91,F,Mobile,AL,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,30.861251,-88.603592,0,39452,CUST006903,53,41-60,Gold,15165.0,8772.22,7.8,11.65,1,2,1241,9,7,WEB,Online,PIN,No,Yes,No,No,19,Friday,False,0.02,0,Low Risk
